NOMBRE,FECHA NACIMIENTO,PIERNA,LUGAR NACIMIENTO,POSICIÓN,MINUTOS JUGADOS,PARTIDOS JUGADOS,LIGA,EQUIPO,OPONENTES SUPERADOS POR 90,BALONES ATRAPADOS,PARADAS REALIZADAS,TIROS SALVADOS,OPONENTES SUPERADOS POR PARADA,TOTAL TIROS ENFRENTADOS,VALOR AÑADIDO PARADAS,SAQUES PUERTA EXITOSOS,OPONENTES SUPERADOS POR SAQUE,OPORTUNIDADES NEUTRALIZADAS,TOQUES DEFENSIVOS ÁREA PROPIA,DUELOS TERRESTRES GANADOS,DUELOS TERRESTRES PERDIDOS,DUELOS AÉREOS GANADOS,DUELOS AÉREOS PERDIDOS,INTERCEPCIONES,BLOQUEOS,RECUPERACIONES BALONES SUELTOS,DESPEJES CABEZA,TOQUES DEFENSIVOS PRIMER TERCIO,RECUPERACIONES PRIMER TERCIO,NÚMERO PRESIONES,TOQUES DEFENSIVOS SIN POSESIÓN,TOQUES TRANSICIÓN DEFENSIVA,RECUPERACIONES SIN POSESIÓN,RECUPERACIONES TRANSICIÓN DEFENSIVA,RECUPERACIONES EN ÚLTIMO TERCIO,VALOR AÑADIDO BLOQUEOS,RECUPERACIONES COMO CENTRAL,RECUPERACIONES COMO LATERAL DERECHO,RECUPERACIONES COMO LATERAL IZQUIERDO,VALOR INTERCEPCIONES EQUIPO,PASES DESDE PRIMER TERCIO,TOQUES DEFENSIVOS EN DUELOS,DUELOS DEFENSIVOS GANADOS,TOQUES DEFENSIVOS CARRIL CENTRAL,OPONENTES SUPERADOS/90,DEFENSORES SUPERADOS POR 90,OPONENTES SUPERADOS POR REGATE,REGATES EXITOSOS,OPONENTES SUPERADOS AL RECIBIR,NÚMERO OPONENTES SUPERADOS AL RECIBIR,TOQUES EN ÚLTIMO TERCIO,TOQUES OFENSIVOS ÁREA RIVAL,TOQUES EN POSESIÓN,TOQUES TRANSICIÓN OFENSIVA,DISPONIBILIDAD EN ÁREA,TOQUES PROTEGIENDO BALÓN,OPONENTES SUPERADOS EN POSESIÓN POR 90,OPONENTES SUPERADOS CONTRAATAQUE POR 90,DISTANCIA REGATE HACIA PORTERÍA,DISTANCIA CONDUCCIÓN HACIA PORTERÍA,TOTAL OPONENTES SUPERADOS,OPONENTES SUPERADOS PASE BAJO,OPONENTES SUPERADOS PASE DIAGONAL,OPONENTES SUPERADOS PASE ELEVADO,OPONENTES SUPERADOS PASE AÉREO CORTO,OPONENTES SUPERADOS DESDE TERCIO MEDIO,OPONENTES SUPERADOS HACIA ÚLTIMO TERCIO,TIROS A PORTERÍA,TIROS FUERA,TIROS BLOQUEADOS,TIROS EXITOSOS,TIROS LARGA DISTANCIA,TIROS MEDIA DISTANCIA,TIROS CORTA DISTANCIA,REMATES CABEZA,TIROS UNO CONTRA UNO,PENALTIS TIRADOS,TIROS LIBRES DIRECTOS,TIROS DENTRO ÁREA,TIROS DESDE ÚLTIMO TERCIO,XG POR TIROS,XG TIROS LEJANOS,XG TIROS MEDIA DISTANCIA,XG TIROS CERCANOS,XG REMATES CABEZA,XG PENALTIS,GOLES POR 90,GOLES TIRO LARGA DISTANCIA,GOLES TIRO MEDIA DISTANCIA,GOLES TIRO CORTA DISTANCIA,GOLES CABEZA,GOLES UNO CONTRA UNO,GOLES PENALTI,GOLES TIRO LIBRE,GOLES PUERTA VACÍA,GOLES DENTRO ÁREA,GOLES DESDE ÚLTIMO TERCIO,GOLES DESDE CARRIL CENTRAL,GOLES EN POSESIÓN POR 90,GOLES CONTRAATAQUE POR 90,GOLES JUGADA PARADA POR 90,PASES EXITOSOS POR 90,PASES FALLIDOS,PASES RASOS EXITOSOS,PASES DIAGONALES EXITOSOS,PASES ELEVADOS EXITOSOS,PASES AÉREOS CORTOS EXITOSOS,CENTROS ALTOS EXITOSOS,CENTROS RASOS EXITOSOS,CÓRNERS EXITOSOS,TIROS LIBRES EXITOSOS,PASES DESDE PRIMER TERCIO.1,PASES DESDE TERCIO MEDIO,PASES DESDE ÚLTIMO TERCIO,PASES EXITOSOS HACIA ÚLTIMO TERCIO,PASES EXITOSOS HACIA ÁREA RIVAL,PASES EXITOSOS A MEDIAPUNTA,PASES EXITOSOS A MEDIOCENTRO,PASES EXITOSOS A BANDA DERECHA,PASES EXITOSOS A BANDA IZQUIERDA,PASES EXITOSOS A PIVOTE,PASES DESDE CARRIL CENTRAL,PASES HACIA CARRIL CENTRAL,PASES DESDE BANDA DERECHA,PASES HACIA BANDA DERECHA,PASES DESDE BANDA IZQUIERDA,PASES HACIA BANDA IZQUIERDA,PASES EN FASE POSESIÓN,PASES EN TRANSICIÓN OFENSIVA,PASES EN JUGADAS BALÓN PARADO,PASES EXITOSOS HACIA ÁREA,PASES EXITOSOS HACIA PRIMER TERCIO,PASES EXITOSOS HACIA TERCIO MEDIO,PASES DESDE LATERAL DERECHO POR 90,PASES DESDE DEFENSA CENTRAL POR 90,PASES DESDE LATERAL IZQUIERDO POR 90,ASISTENCIAS POR 90,ASISTENCIAS PASE RASO,ASISTENCIAS PASE DIAGONAL,ASISTENCIAS PASE ELEVADO,ASISTENCIAS PASE AÉREO CORTO,ASISTENCIAS CENTRO RASO,ASISTENCIAS CENTRO ALTO,ASISTENCIAS DESDE MEDIAPUNTA,ASISTENCIAS DESDE MEDIOCENTRO,ASISTENCIAS DESDE BANDA DERECHA,ASISTENCIAS DESDE BANDA IZQUIERDA,ASISTENCIAS DESDE ÚLTIMO TERCIO,ASISTENCIAS DESDE CARRIL CENTRAL,ASISTENCIAS DESDE BANDA DERECHA/90,ASISTENCIAS DESDE BANDA IZQUIERDA/90,XG CREADA CON PASES,OPONENTES SUPERADOS DESDE MEDIAPUNTA,OPONENTES SUPERADOS DESDE MEDIOCENTRO,OPONENTES SUPERADOS DESDE BANDA DERECHA,OPONENTES SUPERADOS DESDE BANDA IZQUIERDA,OPONENTES SUPERADOS HACIA MEDIAPUNTA,ASISTENCIAS POR CÓRNER,ASISTENCIAS CONTRAATAQUE,ASISTENCIAS EN POSESIÓN,ASISTENCIAS JUGADAS BALÓN PARADO,XG POST TIRO,XG DENTRO ÁREA,XG DESDE ÚLTIMO TERCIO,XG DESDE CARRIL CENTRAL,XG EN POSESIÓN,XG EN CONTRAATAQUE,XG EN JUGADAS BALÓN PARADO,CENTROCAMPISTAS SUPERADOS POR 90,DEFENSAS SUPERADOS PASE RASO,DEFENSAS SUPERADOS PASE DIAGONAL,DEFENSAS SUPERADOS PASE ELEVADO,DEFENSAS SUPERADOS REGATE,OPONENTES SUPERADOS EN POSESIÓN,OPONENTES SUPERADOS EN CONTRAATAQUE,NÚMERO JUGADAS NEUTRAS,NÚMERO JUGADAS REVERSIBLES,NÚMERO PÉRDIDAS,PÉRDIDAS CRÍTICAS POR 90,OPONENTES GANADOS RIVAL TRAS PÉRDIDA,COMPAÑEROS DESPOSICIONADOS TRAS PÉRDIDA,COMPAÑEROS BENEFICIADOS TRAS RECUPERACIÓN,OPONENTES ANULADOS TRAS RECUPERACIÓN,OPONENTES SUPERADOS JUGADAS BALÓN PARADO
ANDREAS JUNGDAL,2002-02-22,DERECHA,SINGAPORE,PORTERO,360,6.0,JUPILER PRO LEAGUE,KVC WESTERLO,27.549498,0,0,0,1.0,0,0,0,2.433333,0,0,0,0.166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.333333,0,0,6.833333,0,2.376667,0,1.0,0.266667,0.333333,0,0,0,0,0,0,0,0,0,0.0,0,0,5.933333,7.533333,0,0.85,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,20.333334,10.666667,0,0,1.5,0,0,0,0,0,0,0.333333,0,0,0,0,0,0.833333,1.833333,0.833333,17.833334,0,0,4.333333,0.166667,0,14.5,2.333333,0,0,13.333333,4.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3665,0,0,1.216667,0,0,0,34.5,0.333333,11.833333,0,1.38143,11.155534,24.045,1.667167,0
HENDRIK VAN CROMBRUGGE,1993-04-30,IZQUIERDA,LEUVEN,PORTERO,1125,19.0,JUPILER PRO LEAGUE,KRC GENK,37.000843,0,0,0,0.210526,0,0,0,5.4,0,0,0,0.052632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.157895,0,0,6.052631,0,2.364811,0,0.421053,0.157895,0.157895,0,0,0,0,0,0,0,0,0,0.0,0,0,4.642158,12.426474,0,2.736842,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,26.947369,5.473684,0,0,2.421053,0,0,0,0,0,0,0.631579,0,0,0,0,0,1.789474,0.842105,3.631579,22.947369,0,0,3.684211,0.105263,0,19.789474,3.789474,0,0,15.789474,6.368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.936842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.000648,0,0,1.642105,0,0,0,40.210526,0.526316,8.894737,0,1.966881,9.478052,21.913895,0.63221,0
BRYAN HEYNEN,1997-02-06,DERECHA,BREE,PORTERO,4,0.0344,JUPILER PRO LEAGUE,KRC GENK,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
MIKE PENDERS,2005-07-31,IZQUIERDA,SIN DATOS,PORTERO,532,8.9433,JUPILER PRO LEAGUE,KRC GENK,29.25246,0,0,0,0.7268,0,0,0,1.274695,0,0,0,0.111815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.919875,0,0,5.478952,0,2.135673,0,0.335446,0.335446,0.335446,0,0,0,0,0,0,0,0,0,0.0,0,0,3.410368,10.901996,0,0.782707,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,28.177467,5.590767,0,0,1.900861,0,0,0,0,0,0,0.111815,0,0,0,0,0,1.118153,0.894523,3.35446,25.829344,0,0,3.913537,0.0,0,21.1331,3.689906,0,0,18.337717,4.360798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.308851,0,0,1.878498,0,0,0,44.949768,0.782707,8.609781,0,1.946279,11.769816,19.879648,1.118489,0
ORTWIN DE WOLF,1997-04-23,IZQUIERDA,LOREREN,PORTERO,1673,28.0,JUPILER PRO LEAGUE,KV MECHELEN,24.860792,0,0,0,1.310714,0,0,0,3.553571,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.678571,0,0,7.392857,0,1.675421,0,0.571429,0.142857,0.142857,0,0,0,0,0,0,0,0,0,0.0,0,0,4.171428,6.085822,0,0.971429,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,26.107143,5.035714,0,0,1.428571,0,0,0,0,0,0,0.142857,0,0,0,0,0,0.678571,1.071429,1.642857,22.392857,0,0,5.285714,0.107143,0,16.892857,3.464286,0,0,15.285714,3.678571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.592857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.688378,0,0,0.889286,0,0,0,39.25,0.678571,7.928571,0,1.277602,7.032436,27.14714,1.7145,0
THÉO DEFOURNY,1992-04-25,DERECHA,BOURG SAINT MAURICE,PORTERO,120,1.0,JUPILER PRO LEAGUE,RSC CHARLEROI,11.979,0,0,0,0.0,0,0,0,4.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,0,5.0,0,0.0,0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.4,3.6,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,20.0,5.0,0,0,1.0,0,0,0,0,0,0,2.0,0,0,0,0,0,0.0,1.0,1.0,15.0,0,0,1.0,0.0,0,13.0,2.0,0,0,13.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.61,0,0,0.0,0,0,0,34.0,1.0,7.0,0,0.361,4.995,22.800001,0.001,0
MOHAMED KONÉ,2002-03-07,DERECHA,ADJAMÉ,PORTERO,1239,21.0,JUPILER PRO LEAGUE,RSC CHARLEROI,31.983261,0,0,0,0.871429,0,0,0,3.604762,0,0,0,0.047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.761905,0,0,7.761905,0,2.190476,0,0.714286,0.261905,0.285714,0,0,0,0,0,0,0,0,0,0.0,0,0,5.547619,8.833333,0,1.77619,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,21.238094,6.190476,0,0,1.904762,0,0,0,0,0,0,0.571429,0,0,0,0,0,0.761905,1.904762,2.809524,17.714285,0,0,2.761905,0.047619,0,15.428572,3.571429,0,0,13.190476,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.674747,0,0,1.485714,0,0,0,30.666666,0.714286,8.952381,0,2.199281,9.718282,29.132809,1.619524,0
MARTIN DELAVALLÉE,2004-03-18,DERECHA,SIN DATOS,PORTERO,354,6.0,JUPILER PRO LEAGUE,RSC CHARLEROI,27.3152,0,0,0,2.2,0,0,0,4.1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,9.166667,0,1.143333,0,1.166667,0.166667,0.166667,0,0,0,0,0,0,0,0,0,0.0,0,0,4.566667,9.166667,0,1.6,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,16.166666,6.833333,0,0,2.833333,0,0,0,0,0,0,0.0,0,0,0,0,0,1.0,2.166667,1.0,12.5,0,0,2.333333,0.0,0,10.333333,2.666667,0,0,8.5,5.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.035001,0,0,0.5,0,0,0,25.0,0.666667,10.5,0,1.79114,13.079953,29.644835,1.001,0
SENNE LAMMENS,2002-07-07,DERECHA,ZOTTEGEM,PORTERO,1653,28.0,JUPILER PRO LEAGUE,ROYAL ANTWERPEN FC,26.19071,0,0,0,0.960714,0,0,0,1.882143,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.357143,0,0,8.928572,0,1.739393,0,0.714286,0.035714,0.035714,0,0,0,0,0,0,0,0,0,0.0,0,0,4.385715,7.175286,0,1.046428,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,24.428572,6.0,0,0,1.75,0,0,0,0,0,0,0.214286,0,0,0,0,0,1.178571,0.821429,2.464286,19.75,0,0,3.214286,0.0,0,16.357143,4.0,0,0,15.071428,4.357143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.340965,0,0,1.164393,0,0,0,32.464287,0.785714,8.714286,0,1.904712,10.646003,34.21657,2.178928,0
MAXENCE PRÉVOT,1997-04-09,DERECHA,BELFORT,PORTERO,120,1.0,JUPILER PRO LEAGUE,OUD-HEVERLEE LEUVEN,42.504,0,0,0,0.0,0,0,0,7.404,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,9.0,0,2.6,0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,7.5,18.800001,0,3.8,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,22.0,10.0,0,0,6.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,5.0,21.0,0,0,1.0,0.0,0,16.0,2.0,0,0,8.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.903,0,0,2.2,0,0,0,25.0,1.0,11.0,0,7.884996,21.783298,38.879997,3.001,0
TOBE LEYSEN,2002-03-09,IZQUIERDA,GEEL,PORTERO,1585,27.0,JUPILER PRO LEAGUE,OUD-HEVERLEE LEUVEN,30.66135,0,0,0,0.603704,0,0,0,4.196296,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.555555,0,0,8.518518,0,2.859929,0,0.925926,0.074074,0.074074,0,0,0,0,0,0,0,0,0,0.0,0,0,5.2,8.933926,0,0.948148,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,26.703703,8.074074,0,0,1.740741,0,0,0,0,0,0,0.259259,0,0,0,0,0,1.37037,1.296296,0.814815,22.037037,0,0,4.962963,0.444444,0,18.185184,3.222222,0,0,13.925926,5.037037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.526127,0,0,1.389111,0,0,0,40.555557,1.037037,11.296296,0,2.723085,9.883241,25.407665,1.741074,0
ANTHONY MORIS,1990-04-29,IZQUIERDA,ARLON,PORTERO,1658,28.0,JUPILER PRO LEAGUE,ROYALE UNION SAINT GILLOISE,32.26968,0,0,0,0.492857,0,0,0,3.885714,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.071429,0,0,5.892857,0,2.139054,0,0.428571,0.071429,0.071429,0,0,0,0,0,0,0,0,0,0.0,0,0,10.214286,8.464286,0,1.592857,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,19.142857,6.678571,0,0,2.178571,0,0,0,0,0,0,0.392857,0,0,0,0,0,1.392857,2.107143,2.035714,15.392858,0,0,4.321429,0.178571,0,13.392858,2.5,0,0,9.0,8.071428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.734872,0,0,1.296429,0,0,0,28.928572,0.464286,9.071428,0,2.383872,9.336486,20.147497,0.964714,0
MAXIME DELANGHE,2001-05-23,DERECHA,HALLE,PORTERO,1127,18.8455,JUPILER PRO LEAGUE,CERCLE BRÜGGE,20.949957,0,0,0,1.045341,0,0,0,2.727438,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.547024,0,0,5.996119,0,1.732507,0,0.477567,0.053063,0.053063,0,0,0,0,0,0,0,0,0,0.0,0,0,0.222865,5.677741,0,0.32915,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,7.641072,9.232962,0,0,1.220449,0,0,0,0,0,0,0.053063,0,0,0,0,0,0.583693,0.318378,0.318378,6.102245,0,0,1.698016,0.0,0,4.191977,1.273512,0,0,4.085851,2.547024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.229615,0,0,0.976359,0,0,0,14.486198,0.583693,14.433136,0,2.413732,10.936315,24.941944,0.902442,0
WARLESON,1996-08-31,DERECHA,CUIABÁ,PORTERO,555,9.1357,JUPILER PRO LEAGUE,CERCLE BRÜGGE,20.013376,0,0,0,1.17134,0,0,0,3.645045,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.845981,0,0,6.458189,0,0.904365,0,0.875687,0.109461,0.109461,0,0,0,0,0,0,0,0,0,0.0,0,0,1.017986,6.426116,0,1.455829,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,7.443336,9.632552,0,0,1.860834,0,0,0,0,0,0,0.109461,0,0,0,0,0,0.218922,0.547304,0.437843,5.144659,0,0,0.985147,0.218922,0,3.393286,2.079756,0,0,2.62706,4.05005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.309574,0,0,0.689822,0,0,0,15.543437,0.218922,15.433976,0,3.531884,13.769667,33.394962,0.985914,0
NICK SHINTON,2001-05-10,IZQUIERDA,AALST,PORTERO,1215,20.4645,JUPILER PRO LEAGUE,BEERSCHOT V.A.,25.60129,0,0,0,1.597887,0,0,0,3.044732,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.10813,0,0,8.697977,0,1.524629,0,0.781841,0.09773,0.09773,0,0,0,0,0,0,0,0,0,0.0,0,0,3.581807,6.66055,0,1.212048,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,19.741476,9.040032,0,0,1.514816,0,0,0,0,0,0,0.146595,0,0,0,0,0,1.075031,0.879571,1.710276,16.711843,0,0,3.469418,0.244325,0,14.610646,1.808006,0,0,12.60718,3.762608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.381147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.629217,0,0,0.801387,0,0,0,33.08163,0.635246,13.877671,0,2.192182,15.096889,32.73816,1.955432,0
DAVOR MATIJAS,1999-08-23,DERECHA,SPLIT,PORTERO,442,7.5355,JUPILER PRO LEAGUE,BEERSCHOT V.A.,27.144423,0,0,0,0.663529,0,0,0,1.844609,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.777406,0,0,8.891283,0,1.787546,0,0.796234,0.132706,0.132706,0,0,0,0,0,0,0,0,0,0.0,0,0,1.645551,9.103612,0,1.021834,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,25.74491,7.564226,0,0,2.123291,0,0,0,0,0,0,0.530823,0,0,0,0,0,0.530823,0.663529,2.919526,21.232914,0,0,4.113877,0.0,0,17.915272,3.848466,0,0,16.057392,3.981171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.730107,0,0,1.486304,0,0,0,39.67901,1.194351,11.014574,0,2.117213,9.407285,32.867355,2.257324,0
MICHAEL VERRIPS,1996-12-03,DERECHA,VELP,PORTERO,1409,23.8956,JUPILER PRO LEAGUE,FCV DENDER EH,24.201353,0,0,0,0.958334,0,0,0,3.523654,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.799491,0,0,6.360991,0,2.021372,0,0.376638,0.071185,0.125546,0,0,0,0,0,0,0,0,0,0.0,0,0,0.698872,9.692434,0,1.519105,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,12.680134,6.193597,0,0,1.590248,0,0,0,0,0,0,0.041849,0,0,0,0,0,0.460335,0.460335,0.878821,10.504005,0,0,1.255459,0.041849,0,6.863175,1.632096,0,0,7.156115,2.678312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.715611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.501438,0,0,1.448046,0,0,0,19.7944,0.585881,10.336611,0,1.93599,10.188724,21.725294,1.172305,0
GUILLAUME DIETSCH,2001-04-17,DERECHA,FORBACH,PORTERO,72,0.5983,JUPILER PRO LEAGUE,FCV DENDER EH,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1.671359,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,6.685437,1.671359,0,0,0.0,0,0,0,0,0,0,1.671359,0,0,0,0,0,0.0,0.0,0.0,3.342718,0,0,3.342718,0.0,0,5.014078,1.671359,0,0,3.342718,1.671359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,8.356796,0.0,1.671359,0,0.0,10.018127,13.705146,0.0,0
JULIEN DEVRIENDT,1998-11-25,DERECHA,VILVOORDE,PORTERO,204,3.506,JUPILER PRO LEAGUE,FCV DENDER EH,15.171541,0,0,0,0.0,0,0,0,0.827144,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.140889,0,0,7.986222,0,1.197933,0,1.140889,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,2.0536,5.191044,0,0.570444,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,10.838445,6.560111,0,0,0.855667,0,0,0,0,0,0,0.0,0,0,0,0,0,1.140889,0.285222,0.285222,9.127111,0,0,1.996556,0.0,0,4.278333,2.852222,0,0,5.419222,2.281778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.033316,0,0,1.197933,0,0,0,16.828112,0.855667,11.408889,0,1.731504,11.494908,35.990482,0.856237,0
